Target,Seg_Text
0,住   晚  房間    考慮    三星級  賓館  求   太高   房間 裡  設施  陳舊    設施 明顯 壞  久    沒 修理    信卡  國 四 銀行  卡   做 預售   罷  居然 直接 刷卡  行  前臺 姐 居然 說   卡  信卡  狂暈  算  認識 visa 標誌   應 認識 銀聯  標誌      會 說  成 儲蓄卡 樣 刷卡  行  
0,住   晚  房間    考慮    三星級  賓館  求   太高   房間 裡  設施  陳舊    設施 明顯 壞  久    沒 修理    信卡  國 四 銀行  卡   做 預售   罷  居然 直接 刷卡  行  前臺 姐 居然 說   卡  信卡  狂暈  算  認識 visa 標誌   應 認識 銀聯  標誌      會 說  成 儲蓄卡 樣 刷卡  行  
0,千萬  住    走廊  房間  股 發黴  味道   早餐 超級 難吃   受   招 級  服務    事 （ 共  男 ）   月  日晚 約  點  分 辦理 入住  達 前臺 時   兩名 班 服務員  均   外 兩位 住客 辦理手續    旁 候  沒    說  請 稍候  類  禮貌 語   辦理 完  兩 住客   服務員  理      主動 說訂  房   然 中 位 服務員  丟   張 登記表     明 身份   （  前 臺前  未 穿  制服 ） 聊天    辦理 入住 手續 期間  名 服務員 直    聊天  服務員 直 沒   確認 房 
0,請 家 千萬   入住  酒店    CTRIP     酒店 太爛  條 路  三 馬哥 孛 羅 酒店  中 馬哥 孛 羅 港灣 應   馬哥 孛 羅 太子 次  馬哥 孛 羅 香港 差  少  世紀  年代  裝修   非常 差  房間   兩張床  排放  隔音 效果     酒店 面  工  天   施工  吵 命  入住 時  持雙幣 信卡  前臺 問  問 句  直接 刷 美元    RMB   香港  商家  酒店  刷 信卡 時 少  會 問 句 刷 美元  RMB   樣 裝 B  NND  太差   免費    會 住    
0,酒店設施 陳舊  浴缸 排水  暢  入住 房  間     間     早餐 差
0,春節 前 香港 度假  入住 富豪 東方 酒店   酒店 價格 低   條件   高  交通便  服務 般般 （ 國 快捷酒店 水平 ） 房間  硬體 設施   快捷酒店   舊  舊  傢俱  房間 始終 瀰漫 股 潮  黴  味道  晚 樓道 裡 空調 機房  聲音 整晚  停    轟炸機  頭頂 盤旋  服務員 見 洋鬼子   爹  親   祖國陸 客 完全 兩樣  酒店  位置  蹩腳  難   計程車   近     塊    出門   塊  士 貴   推薦 家 入住 
0,  服務 差  說 英語  會  點   房間 設施 舊  差  差   床   招  樣   交通  鐵 遠  士     士  方便   A  尖沙咀   鐵 方便  快   二十分鐘 補充 點評    年  月  日        服務 差  說 英語  會  點   房間 設施 舊  差  差   床   招  樣   交通  鐵 遠  士     士  方便    （ A  機場 線 ）  尖沙咀   鐵 方便  快   二十分鐘
0,酒店  沙田  河  風景 錯   似    陸  入住  原  服務員  態度 十分 惡劣   晚 問  求 網   服務員 騙   外面 買 網絡卡   投訴  理  
0,酒店 環境 般   服務  極差   動動  理     侮辱 遊客  捨 錢  房費     政治 搬    態度 太 差      酒店   中午 退 房前 電話 詢問 否 續 房     凌晨  點      什   知道   睡  午 點    吵    交錢    說 什  提醒     說   種 規定    理  員工  德行   勸 家 千萬 
0,住  少 三  四星級  酒店  青海 賓館   失  家   網  片  錯  實際 相差   酒店  陳舊   房間  顏色  房間  傢俱 設施  感覺 象   年代  招  訂    床間  床直   廁  門  浴室 裡  毛巾   黑糊糊   感覺 洗    種 感覺  晚  騷擾電話   房間  隔音    意思     想  行李 寄存  酒店    問訊處  姐   張 紙寫   收條      正規 點  單  沒  見 理  足    知道  評  四星     二天     住處  
0,  四星  賓館   裡  服務員  會 笑  知  原   早餐 差勁 說  冰冷  饅頭 求 熱   遭 拒絕  服務 太 差   四星  標準 根 符 
0, 家 酒店 感覺 非常   滿意  酒店  服務  設施  點  非常 非常  差  特  硬體 設施  水 壞    電視  問題  半夜 居然 爆 水   住   晚 裡 沒 睡   安穩 覺  投訴  樓層  韓國 客 太吵   投訴  吵鬧    專業  接線 員 竟然 求   半夜 時分  檢視    房間  客  簡直  莫明奇 秒   知道 香港  服務 員  專業 素養 跑   裡       莫明     酒店  理位置  非常  理想 果 想 節省時間  需    鐵站  果  買  太  東西  相信  回 酒店 真  件 非常 痛苦  事  沒 計程車  沒 鐵      
0,    香港 住   爛  酒店  預定   床 房   次   間 雙床 房  二次 換  房  倒  床 房   間 房間   洗手間 基 沒 裝修   水 暴露 外   裝置   簡裝   洗臉盆    放進 直 手  太    家 定  心   三次 終 換  稍微 樣  房間 （    前面  間 房   眼界  低   ）   房間 真   舊  出門 跨 半步  電梯  走道 窄   走   建議 果   預算  情願  住  酒店 近  香港 華美達 酒店  絕   酒店 設試 新   中環 相 近  前  住  香港 華美 粵海 酒店  差  天  絕   家    家 總算   優點   助 早餐  豐盛   實 價格   錢 兩 酒店 貴  
0, 門面    酒店  顯 夠 氣派  然 樓層  高  房間  沒 安排   正面 湖景   尤  前臺  接  水準 實 差   怨婦 狀   面 表情  
0,整體 感覺    尤 前晚  迪士尼 樂園 酒店    = =   客觀 言  家 酒店 絕 達  四星級  標準    高額  房價  會 期      乾淨  房間 環境    令滿意  服務     訂房 倉促        評語    忐忑安  訂  間  說   鐵 近   程 中  家 華美 粵海  外表  更新  更 現代   鐵站  更 近  達 酒店   前臺 服務 員 十分  熱情 ~ ~ ~ ~ ~ 點 笑容  沒   行 兩  條 莫名妙  酒街   飽受 驚  = =     酒店    前臺  臭 臉  爽  房間 股  奇妙  味道    然  怪味   感覺  陳舊   什 衛生間    位 說   水池  壞   水 速度  慢  花灑     電話  前臺 提出 需 修理   前臺 聽懂 國語     覺    電話 轉  英文 服務   樣    沒  檢視  睡覺     發現 子  髒   黑黑  心頭   涼  鑑   樣  方 住  晚     睜隻眼 閉隻眼  欺欺  安分  住   二天  床頭櫃 放   港幣   二天  衛生  天      = =  建議 住  裡  朋友 晚 回 酒店 繞道 軒尼詩 道   b 出口   左  條 街 正常     花 時間    c 出口  少  總言   價格   間 酒店 言  太貴   合算 反正 次 會  間      
0,前  香港   住  尖沙咀   九龍 酒店   印象 十分    房間    交通  真  方便  尖沙咀 鐵站    次  香港 想 換  區 酒店 住 住    喜歡 SOGO   想 選擇 銅鑼灣  帶  酒店   攜程  檢視  家  評價    定    倉促  重   海景 酒店  沒    選擇   港島 皇悅   事實證明   酒店  加 錢 百   真 行   分 價錢 分貨 ~ ~ ~ ~ check   in    前臺 態度   動作 慢    肯  床 房      媽 睡眠    執意  標房      層  裡間   房間 （  ）   房間 衛生間   問題  花灑  臺盆  水道  壞   花灑  問題  支架   年代 長久  問題  鬆     放  花灑  會 掉   洗澡     手 洗澡   臺盆  水道 塞子    控制     塞住        刀 撬     柄  水果刀   弄壞  求 換房   告知 沒 標間   床 房   知  真假  報 維修  說 天兩天 修    做 罷       說 說   交通   鐵站 近  遠  走走     分鐘  早 出門  精神抖擻  走走 沒 問題  晚 回家 逛 雙腳 痠痛    走動   想想  尖沙咀 九龍 酒店   鐵 面  酒店   點    SOGO    攜程  寫明   公里  天    媽 愣  走   分鐘  半 中  吃消  許留山 歇  歇  然 真 行    說 說 酒店  環境  網友   評價 家 酒店 晚  吵  定  住 高層      住  層  心想 應 緊  知 晚  吵    酒店 門口  條街   晚  算 酒 條街    正宗    隔 步   扮  坦蕩   女 坐 酒 門口   酒   厚實  門簾  直  吵  凌晨  會 安靜  然   酒店   滿       亮點    表揚   機場 快線  免費 穿梭 士 H   站點    港島 皇悅         方便     機場 快線   專車 直送  次   香港 話   想  會  挑選  酒店  
0,酒店 外觀  錯   房間  物品 實  太 陳舊   席夢思床 竟然  左右 高低平    躺    會 滾    電 家 部  快   位 服務生   沒   情況   動作 熟練 幹開    子  枕頭  床單   行李 桌  扔    席夢思床 翻 身     床單 什  鋪  整 動作 非常 貫  真 氣成    樣  事情 服務生  做     浴室    浴巾 磨損  非常 非常 薄     酒店 裡 早 會     客    拖鞋 象紙 樣   堅持  久   梳子  沒   電視訊道  非常少  HBO 什    想   優點  酒店 附近 交通 非常 方便  條 公交車   站點   附近  飯店     吃飯 成問題 
0,點  十字路口   十分 嘈雜  士 車 呼 直 夜裡  點  房間   洗漱 品 全  沐浴液  洗髮液  洗手液  三合       服務態度   電話 查詢 時 總   聽 音樂   長時間  然    電話 結束通話   算  份 早餐 
0,  湖  點 處 外  沒   提  優點  房間 老舊 臥具 破爛 髒   真服 ! ! !
0,  溫州  華僑 飯店  系統  入住 發現  校辦 酒店  房間 隔音 差   僅  左右  樓  動靜  聽    房間  股 陳年  黴味  行政 房     湖景 般   湖  部分  服務  國企 
0,廳 雄偉    前臺  房間 太  ( 走廊 太 長 ) 房間 分佈 太散  找 伴 累  果   賓館 分  館 前臺  分開 應 會 改善  外  賓館 關 長春 計程車 司機 太壞  表面 熱情 背 狠 斬 次 出差   會 遇  愉快 投訴   沒 文  次  火車站  省 賓館   元  路程   兜 拉   分鐘  太 損害 長春 形象  !    果 沒 重  商務活動      絕會   長春   希 長春市 政府 機關  儘快  嚴厲  進行 整頓 ! ! !
0,酒店 位置   火車站 面  車流 密集  環境   嘈雜   適合 女士 前  入住 時   註明 住 貴賓樓   房間 裝修 稍微 點  外  服務 員  效率 慢   太 心急 
0,圖   火車站 近   太 苛求    住 定  住 新樓  老樓  屬 文物 類  偽滿 時期 建   整體 陰暗  樓道 曲折  房間 狹  服務 惡劣   騷擾電話 
0,定  兩間 樣  房  間  寬頻  間 沒  什   寬頻  間  網 時    時    急 死活   衛生間 房頂 漏水  房間 裡 沒  飲料  問 服務員  飲料  回答 必須 現金 結賬    掛房 帳  豈理 
0,非常  房間  裝修 太舊    年代  感覺  入住    謂 豪華 標準間  說 普通 標準間 罷 老公 睡覺  
0,訂   房間  保險 鏈  壞     半天 沒    修   裡面  設施 顯 舊  點  說  翻修 成漢 庭   會 房價    漲 
0,酒店 房間 太爛  服務 般  點  差  房間   衛生間   居然  蹲 便   
0,灑店 設施  全  潔淨  客戶 感覺 太敢 放心  服務 員 態度 太 早 入住 客 收拾 房間  速度 太慢
0,服務 員素質 高  屢屢 出錯  明明   事 預留   房間  居然  核 姓名   房卡    認識      低 素質  錯誤 
0, 天津  城市   天津  老 飯店     感情     次 確實   失    住 利 德    老 飯店  種 美  憧憬    家 確  太 改進    然    顧客 次 登門    飯店  理位置    晚  安靜  房間  高   走廊 裡   濃  煙味  換  兩 房間  然    晚  點 進房 直 開窗 開門 換氣  夜裡  點  關 門窗 睡覺  然 覺 難受     抽菸   煙味 非常 反感  緣      身帶  香水 放 枕  樣  睡  氣味      家 飯店  潔淨 程度  印象 折扣  服務員  點   服務  換房 時     拖  行李 跑跑    說  前臺 沒     走開      三 姐姐    說  沒     說 房間  味     說      難道   折  成  早餐    確實  貴  太 住   價錢  總   失   會   住  
0,說   層  裝修   住  層  吵 睡  懷疑  層   裝修  聲音   頭頂  電鑽    點   吵  頭痛 欲裂  點   找   街  賓館 反饋    年  月  日      尊敬  客        入住 期間 未 享受  安靜  環境   深感安     表示 深切  歉意   創造 酒店 優美環境   廣 賓客 居住 環境 更加 舒適  店 正 進行 客房 硬體  裝修 改造 工作  施工 時間     －     非常 抱歉 施工單位 未  規定 時間  施工   擾    休息       施工方 次 接洽  求  遵守 工作 時間  杜絕 類 事件  次發生  酒店 樓頂 正 裝修  安裝 市 具 特色  標誌 建築   金葫蘆   相信  次 光 店 時會   煥然新  感覺  更會   感受   更 熱誠  服務  次 謝謝  忠肯 評價   真誠   表示歉意  懇請   次 榻  提出 寶貴意見    祝 身體健康  工作 利  萬事意 
0,錦江 貴賓樓   入住  次     選擇    理位置    服務水平  差   餐飲 價格  合理   現 裝修 噪音   次   會 選擇   賓館 反饋    年  月  日      尊敬  賓客   酒店 近期 裝修 改造    帶  便   深表歉意  根 客 反饋 資訊  店  房價 進行  調整    入住 店  客 贈送 歡迎 水果  房  免費 寬頻 網  增值 服務    秉承  賓客   服務    宗旨  竭誠 服務 
0,錦江 貴賓樓 房間 裝修    環境 般   認 次 入住 餐飲 服務  差    點菜 時  告訴   元   結帳 時時  元   價格  高 
0,理位置   快 民族 路 頂頭   太偏   周圍 沒 什 吃飯  逛  方  酒店 房間   床 太   早餐 簡直 太差    冷盤  鹹菜  基 沒 熱菜     點半剛    撤餐 
0,整體 感覺 酒店     堂  電梯  走廊  客房  衛生間      容忍     坐 便  便   時 進行   傳染性 病  危險  客房  桌布 壞   厲害  停車場 房客  收費  感覺  建議 酒店 儘快    坐 便 換掉  否 真 沒敢 入住  
0,酒店 太髒  太舊  太破  房間 廁   水道  臭味  毯  舊  清楚 顏色   電視機    頻道   真 暈   前臺 服務員   坐   報紙 工作    前臺    服務員  客房 服務員  敲門  開門 進   受   
0,真  象 家 四星級  酒店  評 三星  覺 高  房間    舊  處  覺 亂糟糟   樓 堂  吵 
0, 住    床間  房子 算 乾淨  衛生間  簡陋  早餐 品種 太 少  飯店 菜 太慢  衛生   問題  停  蒼蠅 轉轉  次 會  住  
